Filing Date,Document Type,Filed By,Description
"November 28, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=243617665""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,E-Mail Ruling Granting Motion For Party Status Of Clean Power Alliance Of Southern California
"November 19, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=240635632""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,Assigned Commissioner’s Scoping Memo and Ruling. The category of the proceeding is quasi-legislative. Evidentiary hearings are not needed. The scope and the schedule of this proceeding are as set forth. 
"November 09, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=243557354""><span style=""color:blue""><u>NOTICE</u></span></a>",Center for Accessible Technology,of intent to claim intervenor compensation
"November 09, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=245545847""><span style=""color:blue""><u>NOTICE</u></span></a>",The Greenlining Institute,of intent to claim intervenor compensation
"November 09, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=245858201""><span style=""color:blue""><u>NOTICE</u></span></a>",Agricultural Energy Consumer Association,of intent to claim intervenor compensation
"November 09, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=245570248""><span style=""color:blue""><u>NOTICE</u></span></a>",The Utility Reform Network,of intent to claim intervenor compensation
"November 09, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=254212621""><span style=""color:blue""><u>NOTICE</u></span></a>","Pacific Institute for Studies in Development, Environment, And Security",of intent to claim intervenor compensation
"November 08, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=254255741""><span style=""color:blue""><u>NOTICE</u></span></a>",Utility Consumers' Action Network,of intent to claim intervenor compensation
"November 07, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=245858177""><span style=""color:blue""><u>NOTICE</u></span></a>",Natural Resources Defense Council,of intent to claim intervenor compensation
"November 07, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=243557352""><span style=""color:blue""><u>MOTION</u></span></a>","Pacific Institute for Studies in Development, Environment, And Security",for party status
"November 06, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=246138307""><span style=""color:blue""><u>NOTICE</u></span></a>",National Asian American Coalition,of intent to claim intervenor compensation
"November 05, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=250547833""><span style=""color:blue""><u>NOTICE</u></span></a>",Rising Sun,of intent to claim intervenor compensation
"November 02, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=245858198""><span style=""color:blue""><u>MOTION</u></span></a>",Utility Consumers' Action Network,for party status
"November 02, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=243570649""><span style=""color:blue""><u>NOTICE</u></span></a>",CONSUMER FEDERATION OF CALIFORNIA FOUNDATION,of intent to claim intervenor compensation
"October 25, 2018","<a href=""http://www.cpuc.ca.gov/orderadocument/""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",REPORTING SECTION,"10/12/2018, Prehearing Conference, Pages 1-79."
"October 22, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=235193811""><span style=""color:blue""><u>MOTION</u></span></a>",Clean Power Alliance of Southern California,Motion for Party Status
"September 19, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=228074892""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,Notice resetting date of prehearing conference. 
"September 12, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=227156424""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,Notice of Prehearing Conference.
"September 11, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=228074887""><span style=""color:blue""><u>MOTION</u></span></a>",East Bay Community Energy,Motion for Party Status
"September 05, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=228895725""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/PARK/CPUC,E-Mail Ruling Granting Motion for Party Status of the National Diversity Coalition and National Asian American Coalition.
"August 28, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225197063""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,NOTICE OF REASSIGNMENT
"August 22, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=223633588""><span style=""color:blue""><u>MOTION</u></span></a>","National Asian American Coalition,National Diversity Coalition",JOINT MOTION FOR PARTY STATUS
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225545884""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=226705355""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Comments of the Greenlining Institute on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225049484""><span style=""color:blue""><u>COMMENTS</u></span></a>",Consolidated Communications of California Company,Comments of Consolidated Communications of California on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=240044749""><span style=""color:blue""><u>COMMENTS</u></span></a>","Liberty Utilities (CalPeco Electric) LLC,Golden State Water Company,PacifiCorp","Joint Comments Of PacifiCorp (U 901 E), Bear Valley Electric Service (U 913 E), A Division Of Golden State Water Company, And Liberty Utilities (CalPeco Electric) LLC (U 933 E) On The Order Instituting Rulemaking To Develop Methods To Assess The Affordability Impacts Of Utility Rate Requests And Commission Proceedings "
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=231128314""><span style=""color:blue""><u>COMMENTS</u></span></a>",ORA/OBIORA/CPUC,Opening Comments Of The Office Of Ratepayer Advocates On The Rulemaking To Develop Methods To Assess The Affordability Impacts Of Utility Rate Requests And Commission Proceedings
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225049481""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cox California Telcom, LLC","Comments of Cox California Telcom, LLC DBA Cox Communication on OIR"
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=231129015""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,Comments on the Order Instituting Rulemaking. 
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225561493""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.","Comments of Shell Energy North America (US), L.P."
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225049476""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225545899""><span style=""color:blue""><u>COMMENTS</u></span></a>",CTIA,Comments of CTIA on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225049477""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY,SOUTHWEST GAS CORPORATION,SOUTHERN CALIFORN GAS COMPANY,SAN DIEGO GAS & ELECTRIC COMPANY","Joint Comments of PG&E, Southern California Gas Company, SDG&E, Southwest Gas Corporation on OIR"
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=238243851""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,CALCCA Comments On Order Instituting Rulemaking And Preliminary Scoping Memo For Affordability Framework Rulemaking (R.18-07-006)
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225561499""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225231023""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Comments of California Water Association on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225545908""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Southern California Edison Company Opening Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=225049478""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable & Telecommunications Association,Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=226705356""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Opening Comments on OIR
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=238243850""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,Opening Comments Of Great Oaks Water Company
"August 13, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=238243852""><span style=""color:blue""><u>COMMENTS</u></span></a>",Consumer Federation of California Foundation,Comments Of The Consumer Federation Of California Foundation Re Affordability Framework OIR And Preliminary Scoping Memo
"July 19, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=218399111""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,NOTICE OF ASSIGNMENT
"July 12, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=218186836""><span style=""color:blue""><u>COMMISSION RULEMAKING</u></span></a>",CPUC,Order Instituting Rulemaking to Establish a Framework and Processes for Assessing the Affordability of Utility Service.
